Source_Negative_Row,Source_Sequence_ID,Original_Acceptor_SMILES,Repaired_Acceptor_SMILES,Raw_RDKit_Parse_OK,Repaired_RDKit_Parse_OK,Modified,Repair_Count,Removed_Bracket_Positions_1Based,Repaired_Canonical_SMILES
377,376,O([C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCC6=CC=CC=C6)O[C@H](COCC7=CC=CC=C7)[C@@H]1OCC8=CC=CC=C8)[C@@H]9[C@H](NC(C)=O)[C@@]%10([C@]([C@@H](CO[C@H]%11[C@H](NC(C)=O)[C@@H](OCC%12=CC=C(OC)C=C%12)[C@H](OC(=O)C)[C@@H](COCC%13=CC=CC=C%13)O%11)O9)(OC(C)(C)O%10)[H])[H],O([C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](OCC5=CC=CC=C5)[C@H](OCC[Si](C)(C)C)O[C@@H]3COCC6=CC=CC=C6)O[C@H](COCC7=CC=CC=C7)[C@@H]1OCC8=CC=CC=C8)[C@@H]9[C@H](NC(C)=O)[C@@]%10([C@]([C@@H](CO[C@H]%11[C@H](NC(C)=O)[C@@H](OCC%12=CC=C(OC)C=C%12)[C@H](OC(=O)C)[C@@H](COCC%13=CC=CC=C%13)O%11)O9)(OC(C)(C)O%10)[H])[H],True,True,False,0,,COc1ccc(CO[C@@H]2[C@@H](NC(C)=O)[C@H](OC[C@H]3O[C@H](O[C@H]4[C@@H](OCc5ccccc5)[C@@H](COCc5ccccc5)O[C@@H](O[C@H]5[C@H](OCc6ccccc6)[C@@H](OCc6ccccc6)[C@H](OCC[Si](C)(C)C)O[C@@H]5COCc5ccccc5)[C@@H]4OCc4ccccc4)[C@H](NC(C)=O)[C@H]4OC(C)(C)O[C@H]43)O[C@H](COCc3ccccc3)[C@H]2OC(C)=O)cc1
378,377,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OC(=O)C3=CC=CC=C3)[C@H](O[C@H]4[C@H](OCC5=CC=CC=C5)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]6[C@H](OCC7=CC=CC=C7)[C@@H](OC(=O)C8=CC=CC=C8)[C@H](OC9=CC=C(OC)C=C9)O[C@@H]6COC(CCl)=O)O[C@@H]4COC(C)=O)O[C@@H]1COC(CCl)=O)[C@@H]%10[C@H](N=[N+]=[N-])[C@@H](OCC%11=CC=CC=C%11)[C@H](OC(=O)C)[C@@H](COC(C)=O)O%10,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OC(=O)C3=CC=CC=C3)[C@H](O[C@H]4[C@H](OCC5=CC=CC=C5)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]6[C@H](OCC7=CC=CC=C7)[C@@H](OC(=O)C8=CC=CC=C8)[C@H](OC9=CC=C(OC)C=C9)O[C@@H]6COC(CCl)=O)O[C@@H]4COC(C)=O)O[C@@H]1COC(CCl)=O)[C@@H]%10[C@H](N=[N+]=[N-])[C@@H](OCC%11=CC=CC=C%11)[C@H](OC(=O)C)[C@@H](COC(C)=O)O%10,True,True,False,0,,COc1ccc(O[C@@H]2O[C@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](O[C@@H]4O[C@H](COC(=O)CCl)[C@@H](O[C@H]5O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc6ccccc6)[C@H]5N=[N+]=[N-])[C@H](OCc5ccccc5)[C@H]4OC(=O)c4ccccc4)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1
379,378,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCC(OCC3=CC=CC=C3)=O)O[C@@H]1COCC4=CC=CC=C4)[C@@H]5[C@H](N=[N+]=[N-])[C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COCC7=CC=CC=C7)O5,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCC(OCC3=CC=CC=C3)=O)O[C@@H]1COCC4=CC=CC=C4)[C@@H]5[C@H](N=[N+]=[N-])[C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COCC7=CC=CC=C7)O5,False,True,True,1,169,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCC(=O)OCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
380,379,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCC(OCC5=CC=CC=C5)=O)O[C@@H]3COCC6=CC=CC=C6)O[C@@H]1COCC7=CC=CC=C7)[C@@H]8[C@H](N=[N+]=[N-])[C@@H](OCC9=CC=CC=C9)[C@H](OC(=O)C)[C@@H]](COCC%10=CC=CC=C%10)O8,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCC4=CC=CC=C4)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCC(OCC5=CC=CC=C5)=O)O[C@@H]3COCC6=CC=CC=C6)O[C@@H]1COCC7=CC=CC=C7)[C@@H]8[C@H](N=[N+]=[N-])[C@@H](OCC9=CC=CC=C9)[C@H](OC(=O)C)[C@@H](COCC%10=CC=CC=C%10)O8,False,True,True,1,245,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]2[C@H](OCc3ccccc3)[C@@H](N=[N+]=[N-])[C@@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](N=[N+]=[N-])[C@@H](OCCCCCC(=O)OCc4ccccc4)O[C@@H]3COCc3ccccc3)O[C@@H]2COCc2ccccc2)O[C@@H]1COCc1ccccc1
381,380,S([C@H]1[C@@H](N=[N+]=[N-])[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](C(OC)=O)O1)C3=CC=CC=C3,S([C@H]1[C@@H](N=[N+]=[N-])[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](C(OC)=O)O1)C3=CC=CC=C3,False,True,True,1,69,COC(=O)[C@H]1O[C@@H](Sc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O
382,381,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OC(=O)C3=CC=CC=C3)[C@H](OC4=CC=C(OC)C=C4)O[C@@H]1COC(CCl)=O)[C@@H]5[C@H](N=[N+]=[N-])[C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H]](COC(C)=O)O5,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](OC(=O)C3=CC=CC=C3)[C@H](OC4=CC=C(OC)C=C4)O[C@@H]1COC(CCl)=O)[C@@H]5[C@H](N=[N+]=[N-])[C@@H](OCC6=CC=CC=C6)[C@H](OC(=O)C)[C@@H](COC(C)=O)O5,False,True,True,1,162,COc1ccc(O[C@@H]2O[C@H](COC(=O)CCl)[C@@H](O[C@H]3O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1
383,382,S([C@H]1[C@@H](N=[N+]=[N-])[C@@H](N=[N+]=[N-])[C@H](OC(=O)C)[C@@H]](C(OC)=O)O1)C2=CC=CC=C2,S([C@H]1[C@@H](N=[N+]=[N-])[C@@H](N=[N+]=[N-])[C@H](OC(=O)C)[C@@H](C(OC)=O)O1)C2=CC=CC=C2,False,True,True,1,67,COC(=O)[C@H]1O[C@@H](Sc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](N=[N+]=[N-])[C@@H]1OC(C)=O
384,383,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,False,True,True,1,70,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
385,384,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,False,True,True,1,70,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
386,385,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,False,True,True,1,70,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
387,386,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,False,True,True,1,70,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
388,387,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,False,True,True,1,70,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
389,388,[Si](O[C@H]1[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OC(OCC2=CC=CC=C2)=O)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,[Si](O[C@H]1[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OC(OCC2=CC=CC=C2)=O)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,False,True,True,1,86,CC(=O)O[C@H]1[C@H](OC(=O)OCc2ccccc2)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H]1COCc1ccccc1
390,389,N(C(C(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O[C@H]1OCC=C,N(C(C(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1OCC=C,False,True,True,1,62,C=CCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(=O)C(Cl)(Cl)Cl
391,390,O([Si](C(C(C)C)(C)C)(C)C)[C@H]1[C@H](N=[N+]=[N-])[C@@H](OCC2=CC3=C(C=C2)C=CC=C3)[C@H](OC(=O)C)[C@@H]](COCC4=CC=CC=C4)O1,O([Si](C(C(C)C)(C)C)(C)C)[C@H]1[C@H](N=[N+]=[N-])[C@@H](OCC2=CC3=C(C=C2)C=CC=C3)[C@H](OC(=O)C)[C@@H](COCC4=CC=CC=C4)O1,False,True,True,1,101,CC(=O)O[C@H]1[C@H](OCc2ccc3ccccc3c2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C(C)C)O[C@@H]1COCc1ccccc1
392,391,N(C(C(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OC(CCC(C)=O)=O)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O[C@H]1SCC,N(C(C(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OC(CCC(C)=O)=O)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@H]1SCC,False,True,True,1,69,CCS[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(=O)CCC(C)=O)[C@H]1NC(=O)C(Cl)(Cl)Cl
393,392,[Si](O[C@H]1[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,[Si](O[C@H]1[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,False,True,True,1,78,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H]1COCc1ccccc1
394,393,O([C@H]1[C@H](OC(OCC2=CC=CC=C2)=O)[C@@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC=C)O[C@@H]1COCC3=CC=CC=C3)[C@H]4[C@H](N=[N+]=[N-])[C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H]](COCC6=CC=CC=C6)O4,O([C@H]1[C@H](OC(OCC2=CC=CC=C2)=O)[C@@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC=C)O[C@@H]1COCC3=CC=CC=C3)[C@H]4[C@H](N=[N+]=[N-])[C@@H](OCC5=CC=CC=C5)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O4,False,True,True,1,163,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])[C@H](OC(=O)OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
395,394,[Si](O[C@H]1[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O2)[C@@H](COC(C)=O)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,[Si](O[C@H]1[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O2)[C@@H](COC(C)=O)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,False,True,True,1,118,CC(=O)OC[C@H]1O[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@H](NC(=O)C(F)(F)F)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(=O)C(F)(F)F
396,395,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC=C)O[C@@H]1COCC3=CC=CC=C3)[C@H]4[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](O[C@@H](C(OCC)=O)C)[C@H](OC(=O)C)[C@@H]](COCC5=CC=CC=C5)O4,O([C@H]1[C@H](OCC2=CC=CC=C2)[C@@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC=C)O[C@@H]1COCC3=CC=CC=C3)[C@H]4[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](O[C@@H](C(OCC)=O)C)[C@H](OC(=O)C)[C@@H](COCC5=CC=CC=C5)O4,False,True,True,1,170,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](O[C@H](C)C(=O)OCC)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
397,396,[Si](O[C@H]1[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](O[C@H]2[C@H](OCC3=CC=CC=C3)[C@@H](OCC=C)[C@@H](OCC4=CC=CC=C4)[C@@H](COCC5=CC=CC=C5)O2)[C@H](OC(=O)C)[C@@H]](COCC6=CC=CC=C6)O1)(C(C)(C)C)(C7=CC=CC=C7)C8=CC=CC=C8,[Si](O[C@H]1[C@H](NC(C(Cl)(Cl)Cl)=O)[C@@H](O[C@H]2[C@H](OCC3=CC=CC=C3)[C@@H](OCC=C)[C@@H](OCC4=CC=CC=C4)[C@@H](COCC5=CC=CC=C5)O2)[C@H](OC(=O)C)[C@@H](COCC6=CC=CC=C6)O1)(C(C)(C)C)(C7=CC=CC=C7)C8=CC=CC=C8,False,True,True,1,150,C=CCO[C@H]1[C@@H](OCc2ccccc2)[C@@H](COCc2ccccc2)O[C@@H](O[C@@H]2[C@@H](NC(=O)C(Cl)(Cl)Cl)[C@H](O[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)O[C@H](COCc3ccccc3)[C@H]2OC(C)=O)[C@@H]1OCc1ccccc1
398,397,[Si](O[C@H]1[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O2)[C@@H](COC(C)=O)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,[Si](O[C@H]1[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O2)[C@@H](COC(C)=O)O1)(C(C)(C)C)(C4=CC=CC=C4)C5=CC=CC=C5,False,True,True,1,118,CC(=O)OC[C@H]1O[C@@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@H](NC(=O)C(F)(F)F)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(=O)C(F)(F)F
399,398,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@H]1OCC4=CC=CC=C4,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCC4=CC=CC=C4,False,True,True,1,70,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1
400,399,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@H]1OCC4=CC=CC=C4,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@H]1OCC4=CC=CC=C4,False,True,True,1,70,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](NC(=O)OCC(Cl)(Cl)Cl)[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1
401,400,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](O[C@@H](C(OCC)=O)C)[C@H](OC(=O)C)[C@@H]](COCC2=CC=CC=C2)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](O[C@@H](C(OCC)=O)C)[C@H](OC(=O)C)[C@@H](COCC2=CC=CC=C2)O[C@@H]1OCC=C,False,True,True,1,75,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](O[C@H](C)C(=O)OCC)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
402,401,[Si](O[C@H]1[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]3[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]4[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H]](COCC5=CC=CC=C5)O4)[C@@H](COC(C)=O)O3)[C@@H](COCC6=CC=CC=C6)O2)[C@@H](COC(C)=O)O1)(C(C)(C)C)(C7=CC=CC=C7)C8=CC=CC=C8,[Si](O[C@H]1[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]2[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]3[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](O[C@H]4[C@H](NC(C(F)(F)F)=O)[C@@H](OC(C)=O)[C@H](OC(=O)C)[C@@H](COCC5=CC=CC=C5)O4)[C@@H](COC(C)=O)O3)[C@@H](COCC6=CC=CC=C6)O2)[C@@H](COC(C)=O)O1)(C(C)(C)C)(C7=CC=CC=C7)C8=CC=CC=C8,False,True,True,1,216,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](NC(=O)C(F)(F)F)[C@H](O[C@H]3[C@H](OC(C)=O)[C@@H](NC(=O)C(F)(F)F)[C@H](O[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)O[C@@H]3COC(C)=O)O[C@@H]2COCc2ccccc2)[C@H](NC(=O)C(F)(F)F)[C@@H](OC(C)=O)[C@@H]1O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(=O)C(F)(F)F
403,402,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COCC3=CC=CC=C3)O[C@@H]1OCC=C,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COCC3=CC=CC=C3)O[C@@H]1OCC=C,False,True,True,1,70,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
404,403,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COC(CCC(C)=O)=O)O[C@H]1OCC3=CC=CC=C3,N(C(OCC(Cl)(Cl)Cl)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COC(CCC(C)=O)=O)O[C@H]1OCC3=CC=CC=C3,False,True,True,1,70,CC(=O)CCC(=O)OC[C@H]1O[C@@H](OCc2ccccc2)[C@H](NC(=O)OCC(Cl)(Cl)Cl)[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O
405,404,O([C@H]1[C@H](O[C@@H](C(OCC)=O)C)[C@@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC=C)O[C@@H]1COCC2=CC=CC=C2)[C@H]3[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC4=CC=CC=C4)[C@H](OC(=O)C)[C@@H]](COCC5=CC=CC=C5)O3,O([C@H]1[C@H](O[C@@H](C(OCC)=O)C)[C@@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC=C)O[C@@H]1COCC2=CC=CC=C2)[C@H]3[C@H](NC(OCC(Cl)(Cl)Cl)=O)[C@@H](OCC4=CC=CC=C4)[C@H](OC(=O)C)[C@@H](COCC5=CC=CC=C5)O3,False,True,True,1,170,C=CCO[C@H]1O[C@H](COCc2ccccc2)[C@@H](O[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OC(C)=O)[C@H](OCc3ccccc3)[C@H]2NC(=O)OCC(Cl)(Cl)Cl)[C@H](O[C@H](C)C(=O)OCC)[C@H]1NC(=O)OCC(Cl)(Cl)Cl
406,405,N(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H]](COC(=O)C3=CC=CC=C3)O[C@@H]1OCCCN(CC4=CC=CC=C4)C(OCC5=CC=CC=C5)=O,N(C(C)=O)[C@@H]1[C@@H](OCC2=CC=CC=C2)[C@H](OC(=O)C)[C@@H](COC(=O)C3=CC=CC=C3)O[C@@H]1OCCCN(CC4=CC=CC=C4)C(OCC5=CC=CC=C5)=O,False,True,True,1,58,CC(=O)N[C@H]1[C@@H](OCCCN(Cc2ccccc2)C(=O)OCc2ccccc2)O[C@H](COC(=O)c2ccccc2)[C@@H](OC(C)=O)[C@@H]1OCc1ccccc1
