Sample_ID,Pair_ID,Parent_ID,Parent_Reaction_ID,Variant,hard_feasibility,Donor_Canonical_SMILES,Acceptor_Canonical_SMILES,Original_Acceptor_Canonical_SMILES,Donor_Type,Solvent,Solvent_SMILES,has_solvent,Catalyst,Catalyst_SMILES,has_catalyst,Temp_C,has_temp,Time_min,has_time,Target_C4_Index,Target_O4_Index,split_pair_group,Source_Negative_Row,Source_Sequence_ID,Bracket_Repair_Used,Structure_Group_Size,Mapping_Method,Mapping_Cost,Structure_Verification
NEG-0673,PAIR-31-013-CAS-4060852,673,31-013-CAS-4060852,o4_acetylated,0,CS[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Toluene,C=1C=CC(=CC1)C,1,Silver triflate,[Ag].O=S(=O)(O)C(F)(F)F,1,,0,,0,4,3,train,424,423,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0688,PAIR-31-013-CAS-308870,688,31-013-CAS-308870,o4_acetylated,0,COc1ccc(S[C@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccccc3)[C@@H]2N=[N+]=[N-])cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Triethylamine,N(CC)(CC)CC,1,-60.0,1,10.0,1,4,3,test,425,424,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0690,PAIR-31-614-CAS-42125040,690,31-614-CAS-42125040,o4_acetylated,0,Cc1ccc(S[C@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,25.0,1,30.0,1,4,3,train,426,425,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0691,PAIR-31-614-CAS-35145137,691,31-614-CAS-35145137,o4_acetylated,0,Cc1ccc(S[C@H]2O[C@@H]3CO[C@@H](c4ccccc4)O[C@H]3[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Sodium bicarbonate,[Na].O=C(O)O,1,25.0,1,5.0,1,4,3,train,427,426,True,2,duplicate_group_min_cost_stable,1,exact_regenerated_o4_acetate_match
NEG-0692,PAIR-31-013-CAS-7066819,692,31-013-CAS-7066819,o4_acetylated,0,C[C@H]1O[C@@H](Sc2ccccc2)[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@H]1O[C@H](Sc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,COC(=O)[C@H]1O[C@H](Sc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,Dichloromethane,ClCCl,1,Diphenyl sulfoxide,O=S(C=1C=CC=CC1)C=2C=CC=CC2,1,25.0,1,30.0,1,27,28,test,428,427,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0699,PAIR-31-013-CAS-23633955,699,31-013-CAS-23633955,o4_acetylated,0,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,Cc1ccc(S[C@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])cc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,-40.0,1,60.0,1,4,3,train,429,428,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0701,PAIR-31-614-CAS-24965272,701,31-614-CAS-24965272,o4_acetylated,0,CC(C)(C)[Si](C)(C)O[C@H]1[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@H](S(=O)c2ccccc2)[C@H]1OCc1ccccc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Triethyl phosphite,O(P(OCC)OCC)CC,1,-60.0,1,,0,18,19,val,430,429,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0703,PAIR-31-301-CAS-11878337,703,31-301-CAS-11878337,o4_acetylated,0,O=S(c1ccccc1)[C@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,,0,,0,18,19,val,431,430,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0704,PAIR-31-614-CAS-34701877,704,31-614-CAS-34701877,o4_acetylated,0,CC(=O)OC[C@H]1O[C@@H](Sc2ccccc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](F)[C@H]1N=[N+]=[N-],CO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](F)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane;Toluene,ClCCl;C=1C=CC(=CC1)C,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,25.0,1,60.0,1,14,15,train,432,431,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-0712,PAIR-31-614-CAS-34973175,712,31-614-CAS-34973175,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,-60.0,1,40.0,1,4,3,train,433,432,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0713,PAIR-31-013-CAS-9099641,713,31-013-CAS-9099641,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,-60.0,1,30.0,1,4,3,train,434,433,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0714,PAIR-31-614-CAS-45260380,714,31-614-CAS-45260380,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccc(C)cc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic acid,O=S(=O)(O)C(F)(F)F,1,-60.0,1,30.0,1,4,3,train,435,434,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0715,PAIR-31-301-CAS-601641,715,31-301-CAS-601641,o4_acetylated,0,CC(C)(C)[Si](C)(C)O[C@H]1[C@@H](OCc2ccccc2)[C@@H]2O[C@H](c3ccccc3)OC[C@H]2O[C@@H]1S(=O)c1ccccc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,,0,,0,18,19,train,436,435,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0719,PAIR-31-013-CAS-18792530,719,31-013-CAS-18792530,o4_acetylated,0,CCSC1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,Dichloromethane;Toluene,ClCCl;C=1C=CC(=CC1)C,1,Sodium thiosulfate,[Na].O=S(=O)(O)S,1,25.0,1,30.0,1,29,30,test,437,436,True,3,duplicate_group_min_cost_stable,2,exact_regenerated_o4_acetate_match
NEG-0720,PAIR-31-013-CAS-13505033,720,31-013-CAS-13505033,o4_acetylated,0,CCSC1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,25.0,1,30.0,1,29,30,test,438,437,True,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0721,PAIR-31-013-CAS-13132878,721,31-013-CAS-13132878,o4_acetylated,0,CCSC1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1OC(OCc2ccccc2)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,Dichloromethane,ClCCl,1,Sodium thiosulfate,[Na].O=S(=O)(O)S,1,0.0,1,10.0,1,29,30,test,439,438,True,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0729,PAIR-31-013-CAS-3326537,729,31-013-CAS-3326537,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Benzenesulfenyl chloride,ClSC=1C=CC=CC1,1,-78.0,1,,0,18,19,train,440,439,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0730,PAIR-31-013-CAS-14593441,730,31-013-CAS-14593441,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,-78.0,1,,0,18,19,train,441,440,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0731,PAIR-31-013-CAS-10675195,731,31-013-CAS-10675195,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,1-(Phenylsulfonyl)piperidine,O=S(=O)(C=1C=CC=CC1)N2CCCCC2,1,,0,,0,18,19,train,442,441,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0732,PAIR-31-013-CAS-15354316,732,31-013-CAS-15354316,o4_acetylated,0,COc1ccc(CO[C@@H]2[C@H](OCc3ccccc3)[C@@H](Sc3ccccc3)O[C@@H]3CO[C@@H](c4ccccc4)O[C@@H]23)cc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,1-(Phenylsulfonyl)piperidine,O=S(=O)(C=1C=CC=CC1)N2CCCCC2,1,,0,,0,18,19,train,443,442,True,4,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0734,PAIR-31-301-CAS-7607384,734,31-301-CAS-7607384,o4_acetylated,0,COc1ccc(CO[C@H]2[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@H](S(=O)c3ccccc3)[C@H]2OCc2ccccc2)cc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,-78.0,1,,0,18,19,train,444,443,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0735,PAIR-31-301-CAS-9324888,735,31-301-CAS-9324888,o4_acetylated,0,COc1ccc(CO[C@H]2[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@H](S(=O)c3ccccc3)[C@H]2OCc2ccccc2)cc1,C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C=CCCCO[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,,0,,0,18,19,train,445,444,True,2,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
NEG-0736,PAIR-31-013-CAS-11935268,736,31-013-CAS-11935268,o4_acetylated,0,CC(C)(C)OC(=O)[C@@H]1O[C@@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,COc1ccc(OC[C@H]2O[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@H](OC)O[C@H]3C(=O)OC(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccccc3)[C@@H]2OC(C)=O)cc1,COc1ccc(OC[C@H]2O[C@H](O[C@H]3[C@H](OCc4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@H](OC)O[C@H]3C(=O)OC(C)(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc3ccccc3)[C@@H]2O)cc1,thioglycoside,Dichloromethane;Diethyl ether,ClCCl;O(CC)CC,1,Triethylamine,N(CC)(CC)CC,1,0.0,1,30.0,1,57,58,val,446,445,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-0738,PAIR-31-013-CAS-5495213,738,31-013-CAS-5495213,o4_acetylated,0,CS[C@H]1O[C@H](CO[C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Toluene,C=1C=CC(=CC1)C,1,Silver triflate,[Ag].O=S(=O)(O)C(F)(F)F,1,,0,,0,4,3,train,447,446,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0741,PAIR-31-013-CAS-6771514,741,31-013-CAS-6771514,o4_acetylated,0,Cc1ccc(S[C@@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@@H](Sc2ccc(C)cc2)O[C@@H]1COCc1ccccc1,Cc1ccc(S[C@H]2O[C@H](COCc3ccccc3)[C@@H](O)[C@H](OCc3ccccc3)[C@H]2N=[N+]=[N-])cc1,thioglycoside,Dichloromethane,ClCCl,1,Trimethylsilyl triflate,O=S(=O)(O[Si](C)(C)C)C(F)(F)F,1,-65.0,1,,0,4,3,train,448,447,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0746,PAIR-31-013-CAS-3859968,746,31-013-CAS-3859968,o4_acetylated,0,c1ccc(CO[C@H]2[C@H]3O[C@@H](c4ccccc4)OC[C@H]3O[C@@H](Sc3ccccc3)[C@@H]2OCc2ccccc2)cc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-])(c1ccccc1)c1ccccc1,thioglycoside,Propionitrile,N#CCC,1,Trifluoromethanesulfonic anhydride,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F,1,-78.0,1,10.0,1,4,3,train,449,448,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0747,PAIR-31-013-CAS-15856712,747,31-013-CAS-15856712,o4_acetylated,0,COC(=O)[C@@H]1O[C@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Sodium bicarbonate,[Na].O=C(O)O,1,0.0,1,15.0,1,38,39,train,450,449,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0748,PAIR-31-013-CAS-2541337,748,31-013-CAS-2541337,o4_acetylated,0,CCS[C@@H]1O[C@@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccc(OC)cc2)[C@H]1OC(=O)c1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](OCc2ccccc2)O[C@@H]1COCc1ccccc1,[N-]=[N+]=N[C@H]1[C@H](OCc2ccccc2)O[C@H](COCc2ccccc2)[C@@H](O)[C@@H]1OCc1ccccc1,thioglycoside,Dichloromethane;Diethyl ether,ClCCl;O(CC)CC,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,25.0,1,30.0,1,4,3,train,451,450,True,1,unique_structure_key,2,exact_regenerated_o4_acetate_match
NEG-0749,PAIR-31-013-CAS-15166448,749,31-013-CAS-15166448,o4_acetylated,0,CS[C@H]1O[C@H](CO[C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2O[C@H]2O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,CC(=O)O[C@H]1[C@H](OCc2ccccc2)[C@@H](N=[N+]=[N-])[C@H](O[Si](C)(C)C(C)(C)C)O[C@@H]1COCc1ccccc1,CC(C)(C)[Si](C)(C)O[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Toluene,C=1C=CC(=CC1)C,1,Silver triflate,[Ag].O=S(=O)(O)C(F)(F)F,1,,0,,0,4,3,train,452,451,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0754,PAIR-31-013-CAS-12781994,754,31-013-CAS-12781994,o4_acetylated,0,CCSC1O[C@H]2COC(C)(C)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(=O)c1ccccc1,C#CCCCO[C@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],C#CCCCO[C@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Toluene,C=1C=CC(=CC1)C,1,Triethylamine,N(CC)(CC)CC,1,25.0,1,30.0,1,14,15,train,453,452,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0758,PAIR-31-013-CAS-15920353,758,31-013-CAS-15920353,o4_acetylated,0,COC(=O)[C@@H]1O[C@H](Sc2ccccc2)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COCc2ccccc2)[C@@H](OCc2ccc(OC)cc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](OC(C)=O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],COC(=O)[C@@H]1O[C@@H](OC)[C@H](OC(=O)c2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1O[C@H]1O[C@H](COC(C)=O)[C@@H](O[C@@H]2O[C@@H](C(=O)OC)[C@@H](O[C@H]3O[C@H](COCc4ccccc4)[C@@H](O)[C@H](OCc4ccccc4)[C@H]3N=[N+]=[N-])[C@H](OCc3ccccc3)[C@H]2OC(=O)c2ccccc2)[C@H](OCc2ccccc2)[C@H]1N=[N+]=[N-],thioglycoside,Dichloromethane,ClCCl,1,Sodium bicarbonate,[Na].O=C(O)O,1,0.0,1,15.0,1,61,62,train,454,453,True,1,unique_structure_key,0,exact_regenerated_o4_acetate_match
NEG-0759,PAIR-31-013-CAS-15304342,759,31-013-CAS-15304342,o4_acetylated,0,CCSC1O[C@H]2CO[C@@H](c3ccccc3)O[C@H]2[C@H](OCc2ccccc2)[C@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](O[Si](C)(C)C(C)(C)C(C)C)[C@H](N=[N+]=[N-])[C@@H](OCc2ccccc2)[C@@H]1O,thioglycoside,Dichloromethane,ClCCl,1,N-Iodosuccinimide,O=C1N(I)C(=O)CC1,1,25.0,1,30.0,1,31,32,train,455,454,True,3,duplicate_group_min_cost_stable,0,exact_regenerated_o4_acetate_match
